Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,"Month,Year",Events,Fatalities
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2019,"August,2019",7,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2019,"August,2019",9,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,August,2019,"August,2019",12,1.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2019,"October,2019",17,1.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,November,2019,"November,2019",3,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2019,"November,2019",14,1.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,December,2019,"December,2019",4,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,December,2019,"December,2019",6,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,January,2019,"January,2019",9,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2019,"January,2019",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2019,"January,2019",2,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,January,2019,"January,2019",7,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2019,"January,2019",1,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,January,2019,"January,2019",6,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2019,"January,2019",11,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,January,2019,"January,2019",2,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,January,2019,"January,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,January,2019,"January,2019",8,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,January,2019,"January,2019",3,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,January,2019,"January,2019",10,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2019,"January,2019",6,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,January,2019,"January,2019",3,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,January,2019,"January,2019",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,February,2019,"February,2019",8,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,February,2019,"February,2019",6,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,February,2019,"February,2019",7,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,February,2019,"February,2019",8,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,February,2019,"February,2019",3,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,February,2019,"February,2019",6,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,February,2019,"February,2019",6,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,February,2019,"February,2019",15,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,February,2019,"February,2019",2,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2019,"February,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,February,2019,"February,2019",14,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,February,2019,"February,2019",3,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,February,2019,"February,2019",13,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,February,2019,"February,2019",2,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,February,2019,"February,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,February,2019,"February,2019",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,March,2019,"March,2019",20,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,March,2019,"March,2019",11,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,March,2019,"March,2019",23,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,March,2019,"March,2019",5,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,March,2019,"March,2019",3,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,March,2019,"March,2019",10,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,March,2019,"March,2019",2,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,March,2019,"March,2019",15,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,March,2019,"March,2019",6,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,March,2019,"March,2019",12,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,March,2019,"March,2019",8,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,March,2019,"March,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,March,2019,"March,2019",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,April,2019,"April,2019",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,April,2019,"April,2019",3,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,April,2019,"April,2019",2,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,April,2019,"April,2019",4,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,April,2019,"April,2019",1,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,April,2019,"April,2019",6,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2019,"April,2019",9,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2019,"April,2019",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2019,"April,2019",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2019,"April,2019",5,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2019,"April,2019",3,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,April,2019,"April,2019",11,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2019,"April,2019",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2019,"April,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2019,"April,2019",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,May,2019,"May,2019",1,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2019,"May,2019",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2019,"May,2019",4,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2019,"May,2019",16,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2019,"May,2019",3,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2019,"May,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2019,"May,2019",10,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,May,2019,"May,2019",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2019,"May,2019",1,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2019,"May,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2019,"May,2019",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,June,2019,"June,2019",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2019,"June,2019",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2019,"June,2019",3,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,June,2019,"June,2019",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2019,"June,2019",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2019,"June,2019",0,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2019,"June,2019",13,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2019,"June,2019",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2019,"June,2019",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2019,"June,2019",6,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2019,"June,2019",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,June,2019,"June,2019",4,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2019,"June,2019",6,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2019,"June,2019",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2019,"June,2019",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,July,2019,"July,2019",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2019,"July,2019",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2019,"July,2019",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,July,2019,"July,2019",3,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2019,"July,2019",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,July,2019,"July,2019",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2019,"July,2019",0,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2019,"July,2019",2,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2019,"July,2019",0,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2019,"July,2019",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,July,2019,"July,2019",5,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2019,"July,2019",2,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2019,"July,2019",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2019,"July,2019",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,August,2019,"August,2019",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2019,"August,2019",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,August,2019,"August,2019",2,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2019,"August,2019",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,August,2019,"August,2019",8,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2019,"August,2019",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2019,"August,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2019,"August,2019",11,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2019,"August,2019",2,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2019,"August,2019",2,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2019,"August,2019",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2019,"August,2019",2,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,September,2019,"September,2019",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2019,"September,2019",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2019,"September,2019",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,September,2019,"September,2019",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2019,"September,2019",1,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,September,2019,"September,2019",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2019,"September,2019",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2019,"September,2019",5,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2019,"September,2019",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2019,"September,2019",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2019,"September,2019",7,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2019,"September,2019",4,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,September,2019,"September,2019",12,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2019,"September,2019",3,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2019,"September,2019",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2019,"September,2019",2,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,October,2019,"October,2019",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2019,"October,2019",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2019,"October,2019",3,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,October,2019,"October,2019",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2019,"October,2019",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,October,2019,"October,2019",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2019,"October,2019",8,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2019,"October,2019",6,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2019,"October,2019",15,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2019,"October,2019",0,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2019,"October,2019",4,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,October,2019,"October,2019",7,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2019,"October,2019",6,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2019,"October,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2019,"October,2019",8,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2019,"November,2019",3,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,November,2019,"November,2019",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2019,"November,2019",3,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2019,"November,2019",4,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2019,"November,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2019,"November,2019",6,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2019,"November,2019",2,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,November,2019,"November,2019",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2019,"November,2019",5,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2019,"November,2019",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2019,"November,2019",4,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,December,2019,"December,2019",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2019,"December,2019",7,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2019,"December,2019",4,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,December,2019,"December,2019",6,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,December,2019,"December,2019",7,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,December,2019,"December,2019",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,December,2019,"December,2019",7,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,December,2019,"December,2019",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,December,2019,"December,2019",6,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,December,2019,"December,2019",3,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,December,2019,"December,2019",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,December,2019,"December,2019",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,December,2019,"December,2019",2,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,December,2019,"December,2019",5,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,March,2018,"March,2018",4,5.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,March,2018,"March,2018",2,3.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,March,2018,"March,2018",4,3.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,April,2018,"April,2018",23,3.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,April,2018,"April,2018",30,3.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2018,"May,2018",13,3.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2018,"June,2018",17,3.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2018,"October,2018",7,3.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,November,2018,"November,2018",13,3.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2018,"January,2018",4,2.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,January,2018,"January,2018",20,2.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,February,2018,"February,2018",2,2.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,March,2018,"March,2018",8,2.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,March,2018,"March,2018",6,2.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2018,"June,2018",6,2.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,August,2018,"August,2018",6,2.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2018,"September,2018",12,2.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,September,2018,"September,2018",22,2.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,November,2018,"November,2018",7,2.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,December,2018,"December,2018",26,2.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,January,2018,"January,2018",4,1.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,February,2018,"February,2018",2,1.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,February,2018,"February,2018",6,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,April,2018,"April,2018",27,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,April,2018,"April,2018",25,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,April,2018,"April,2018",7,1.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2018,"April,2018",5,1.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2018,"April,2018",1,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,May,2018,"May,2018",18,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2018,"May,2018",15,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,June,2018,"June,2018",6,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2018,"June,2018",8,1.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2018,"July,2018",5,1.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,July,2018,"July,2018",2,1.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,July,2018,"July,2018",2,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,August,2018,"August,2018",2,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2018,"September,2018",11,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,September,2018,"September,2018",4,1.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2018,"November,2018",5,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,January,2018,"January,2018",3,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2018,"January,2018",7,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2018,"January,2018",8,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,January,2018,"January,2018",6,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,January,2018,"January,2018",8,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2018,"January,2018",6,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,January,2018,"January,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,January,2018,"January,2018",2,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,January,2018,"January,2018",2,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,January,2018,"January,2018",4,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2018,"January,2018",2,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,January,2018,"January,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,January,2018,"January,2018",2,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,February,2018,"February,2018",3,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,February,2018,"February,2018",4,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,February,2018,"February,2018",6,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,February,2018,"February,2018",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,February,2018,"February,2018",4,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,February,2018,"February,2018",8,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,February,2018,"February,2018",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2018,"February,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,February,2018,"February,2018",17,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,February,2018,"February,2018",4,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,February,2018,"February,2018",6,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,February,2018,"February,2018",3,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,February,2018,"February,2018",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,March,2018,"March,2018",1,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,March,2018,"March,2018",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,March,2018,"March,2018",10,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,March,2018,"March,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,March,2018,"March,2018",3,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,March,2018,"March,2018",8,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,March,2018,"March,2018",3,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,March,2018,"March,2018",5,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,March,2018,"March,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,March,2018,"March,2018",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,March,2018,"March,2018",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,April,2018,"April,2018",27,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,April,2018,"April,2018",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,April,2018,"April,2018",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2018,"April,2018",10,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2018,"April,2018",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2018,"April,2018",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2018,"April,2018",11,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2018,"April,2018",2,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2018,"April,2018",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2018,"May,2018",11,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,May,2018,"May,2018",14,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,May,2018,"May,2018",9,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2018,"May,2018",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2018,"May,2018",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2018,"May,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2018,"May,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2018,"May,2018",4,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,May,2018,"May,2018",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,May,2018,"May,2018",7,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2018,"May,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2018,"May,2018",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2018,"May,2018",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,June,2018,"June,2018",5,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2018,"June,2018",3,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,June,2018,"June,2018",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2018,"June,2018",6,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2018,"June,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2018,"June,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2018,"June,2018",8,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2018,"June,2018",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,June,2018,"June,2018",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2018,"June,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2018,"June,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2018,"June,2018",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,July,2018,"July,2018",5,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2018,"July,2018",7,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2018,"July,2018",3,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2018,"July,2018",0,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2018,"July,2018",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2018,"July,2018",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2018,"July,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,July,2018,"July,2018",4,0.00
