Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,"Month,Year",Events,Fatalities
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2018,"July,2018",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,July,2018,"July,2018",5,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2018,"July,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2018,"July,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2018,"July,2018",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2018,"August,2018",6,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,August,2018,"August,2018",7,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,August,2018,"August,2018",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2018,"August,2018",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,August,2018,"August,2018",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2018,"August,2018",5,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2018,"August,2018",6,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2018,"August,2018",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2018,"August,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2018,"August,2018",8,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2018,"August,2018",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2018,"August,2018",5,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2018,"August,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2018,"August,2018",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,September,2018,"September,2018",12,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2018,"September,2018",14,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,September,2018,"September,2018",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2018,"September,2018",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2018,"September,2018",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2018,"September,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2018,"September,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2018,"September,2018",8,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2018,"September,2018",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2018,"September,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2018,"September,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2018,"September,2018",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,October,2018,"October,2018",15,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2018,"October,2018",10,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2018,"October,2018",12,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,October,2018,"October,2018",15,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2018,"October,2018",5,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,October,2018,"October,2018",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2018,"October,2018",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2018,"October,2018",5,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2018,"October,2018",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2018,"October,2018",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2018,"October,2018",18,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2018,"October,2018",5,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,October,2018,"October,2018",4,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2018,"October,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2018,"October,2018",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,November,2018,"November,2018",11,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,November,2018,"November,2018",4,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,November,2018,"November,2018",5,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2018,"November,2018",3,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2018,"November,2018",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2018,"November,2018",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2018,"November,2018",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2018,"November,2018",16,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2018,"November,2018",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,November,2018,"November,2018",13,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2018,"November,2018",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2018,"November,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2018,"November,2018",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,December,2018,"December,2018",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2018,"December,2018",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2018,"December,2018",1,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,December,2018,"December,2018",8,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,December,2018,"December,2018",2,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,December,2018,"December,2018",7,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,December,2018,"December,2018",10,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,December,2018,"December,2018",13,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,December,2018,"December,2018",2,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,December,2018,"December,2018",1,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,December,2018,"December,2018",31,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,December,2018,"December,2018",7,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,December,2018,"December,2018",6,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,December,2018,"December,2018",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,December,2018,"December,2018",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,July,2017,"July,2017",6,3.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,February,2017,"February,2017",1,2.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,January,2017,"January,2017",6,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2017,"January,2017",2,1.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,January,2017,"January,2017",1,1.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,February,2017,"February,2017",3,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,February,2017,"February,2017",2,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,March,2017,"March,2017",1,1.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,April,2017,"April,2017",2,1.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2017,"May,2017",1,1.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,May,2017,"May,2017",3,1.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,June,2017,"June,2017",1,1.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2017,"July,2017",4,1.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2017,"August,2017",2,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2017,"September,2017",1,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,October,2017,"October,2017",2,1.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2017,"November,2017",5,1.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,December,2017,"December,2017",1,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,January,2017,"January,2017",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2017,"January,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2017,"January,2017",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2017,"January,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,January,2017,"January,2017",1,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,January,2017,"January,2017",1,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,January,2017,"January,2017",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,January,2017,"January,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,January,2017,"January,2017",3,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,January,2017,"January,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,January,2017,"January,2017",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2017,"January,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,January,2017,"January,2017",2,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,February,2017,"February,2017",2,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,February,2017,"February,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,February,2017,"February,2017",1,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,February,2017,"February,2017",1,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,February,2017,"February,2017",4,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,February,2017,"February,2017",3,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,February,2017,"February,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2017,"February,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,February,2017,"February,2017",3,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,February,2017,"February,2017",0,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,February,2017,"February,2017",1,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,February,2017,"February,2017",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,February,2017,"February,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,March,2017,"March,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,March,2017,"March,2017",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,March,2017,"March,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,March,2017,"March,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,March,2017,"March,2017",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,March,2017,"March,2017",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,March,2017,"March,2017",1,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,March,2017,"March,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,March,2017,"March,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,March,2017,"March,2017",4,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,March,2017,"March,2017",2,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,March,2017,"March,2017",2,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,March,2017,"March,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,March,2017,"March,2017",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,March,2017,"March,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,April,2017,"April,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,April,2017,"April,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,April,2017,"April,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,April,2017,"April,2017",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,April,2017,"April,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,April,2017,"April,2017",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2017,"April,2017",4,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2017,"April,2017",2,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2017,"April,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2017,"April,2017",4,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2017,"April,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,April,2017,"April,2017",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2017,"April,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2017,"April,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2017,"April,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,May,2017,"May,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2017,"May,2017",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2017,"May,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,May,2017,"May,2017",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2017,"May,2017",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2017,"May,2017",4,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2017,"May,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2017,"May,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2017,"May,2017",2,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,May,2017,"May,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,May,2017,"May,2017",2,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2017,"May,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2017,"May,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2017,"May,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,June,2017,"June,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2017,"June,2017",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2017,"June,2017",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2017,"June,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,June,2017,"June,2017",8,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2017,"June,2017",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2017,"June,2017",2,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,June,2017,"June,2017",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2017,"June,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2017,"June,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,July,2017,"July,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2017,"July,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2017,"July,2017",1,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,July,2017,"July,2017",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2017,"July,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,July,2017,"July,2017",3,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2017,"July,2017",8,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2017,"July,2017",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2017,"July,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,July,2017,"July,2017",4,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2017,"July,2017",0,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2017,"July,2017",1,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2017,"July,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2017,"July,2017",1,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,August,2017,"August,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2017,"August,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,August,2017,"August,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,August,2017,"August,2017",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2017,"August,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,August,2017,"August,2017",4,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2017,"August,2017",0,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2017,"August,2017",6,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2017,"August,2017",1,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2017,"August,2017",0,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2017,"August,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,August,2017,"August,2017",3,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2017,"August,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2017,"August,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2017,"August,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,September,2017,"September,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2017,"September,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2017,"September,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,September,2017,"September,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,September,2017,"September,2017",1,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2017,"September,2017",5,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2017,"September,2017",1,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2017,"September,2017",2,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2017,"September,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2017,"September,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,October,2017,"October,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2017,"October,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2017,"October,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,October,2017,"October,2017",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2017,"October,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,October,2017,"October,2017",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2017,"October,2017",1,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2017,"October,2017",7,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2017,"October,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2017,"October,2017",0,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2017,"October,2017",5,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2017,"October,2017",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2017,"October,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2017,"October,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2017,"October,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,November,2017,"November,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,November,2017,"November,2017",0,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2017,"November,2017",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,November,2017,"November,2017",0,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,November,2017,"November,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,November,2017,"November,2017",2,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2017,"November,2017",2,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2017,"November,2017",2,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2017,"November,2017",0,0.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2017,"November,2017",0,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2017,"November,2017",1,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,November,2017,"November,2017",1,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2017,"November,2017",0,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2017,"November,2017",1,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2017,"November,2017",0,0.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,December,2017,"December,2017",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2017,"December,2017",2,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2017,"December,2017",1,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,December,2017,"December,2017",2,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,December,2017,"December,2017",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,December,2017,"December,2017",8,0.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,December,2017,"December,2017",3,0.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,December,2017,"December,2017",3,0.00
Palestine,West Bank,Jenin,PSE,PS0101,PS01,December,2017,"December,2017",2,0.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,December,2017,"December,2017",0,0.00
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,December,2017,"December,2017",0,0.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,December,2017,"December,2017",2,0.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,December,2017,"December,2017",1,0.00
Palestine,West Bank,Tubas,PSE,PS0105,PS01,December,2017,"December,2017",0,0.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,December,2017,"December,2017",0,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2016,"May,2016",5,6.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2016,"July,2016",4,3.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2016,"January,2016",3,2.00
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2016,"January,2016",3,2.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,September,2016,"September,2016",5,2.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2016,"October,2016",3,2.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2016,"October,2016",4,2.00
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2016,"February,2016",1,1.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,April,2016,"April,2016",6,1.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2016,"May,2016",1,1.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,May,2016,"May,2016",6,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2016,"June,2016",5,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,June,2016,"June,2016",4,1.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,July,2016,"July,2016",1,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2016,"August,2016",3,1.00
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2016,"August,2016",1,1.00
Palestine,West Bank,Ramallah and Al Bireh,PSE,PS0130,PS01,August,2016,"August,2016",2,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,September,2016,"September,2016",3,1.00
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2016,"September,2016",2,1.00
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2016,"September,2016",4,1.00
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2016,"September,2016",1,1.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,December,2016,"December,2016",1,1.00
Palestine,Gaza Strip,Deir El Balah,PSE,PS0265,PS02,January,2016,"January,2016",1,0.00
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2016,"January,2016",1,0.00
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2016,"January,2016",0,0.00
Palestine,Gaza Strip,North Gaza,PSE,PS0255,PS02,January,2016,"January,2016",1,0.00
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2016,"January,2016",0,0.00
Palestine,West Bank,Al Quds,PSE,PS0140,PS01,January,2016,"January,2016",5,0.00
